NACA 1127
 1.00000     0.00283
 0.97927     0.00975
 0.94287     0.02149
 0.89780     0.03533
 0.84691     0.05011
 0.79199     0.06510
 0.73438     0.07976
 0.67512     0.09370
 0.61510     0.10657
 0.55507     0.11803
 0.49571     0.12779
 0.43759     0.13555
 0.38128     0.14104
 0.32727     0.14403
 0.27602     0.14436
 0.22796     0.14190
 0.18350     0.13663
 0.14303     0.12859
 0.10691     0.11790
 0.07549     0.10414
 0.04909     0.08677
 0.02805     0.06681
 0.01265     0.04523
 0.00321     0.02279
 0.00000     0.00000
 0.00321    -0.02153
 0.01265    -0.04049
 0.02805    -0.05717
 0.04909    -0.07195
 0.07549    -0.08534
 0.10691    -0.09790
 0.14303    -0.10863
 0.18350    -0.11680
 0.22796    -0.12231
 0.27602    -0.12512
 0.32727    -0.12531
 0.38128    -0.12299
 0.43759    -0.11836
 0.49571    -0.11165
 0.55507    -0.10314
 0.61510    -0.09312
 0.67512    -0.08187
 0.73438    -0.06970
 0.79199    -0.05692
 0.84691    -0.04389
 0.89780    -0.03105
 0.94287    -0.01903
 0.97927    -0.00884
 1.00000    -0.00283
