NACA 8823
 1.00000     0.00241
 0.97927     0.02365
 0.94287     0.05644
 0.89780     0.08914
 0.84691     0.11564
 0.79199     0.13196
 0.73438     0.14312
 0.67512     0.15283
 0.61510     0.16078
 0.55507     0.16671
 0.49571     0.17041
 0.43759     0.17173
 0.38128     0.17054
 0.32727     0.16678
 0.27602     0.16046
 0.22796     0.15163
 0.18350     0.14044
 0.14303     0.12709
 0.10691     0.11186
 0.07549     0.09509
 0.04909     0.07712
 0.02805     0.05832
 0.01265     0.03902
 0.00321     0.01951
 0.00000     0.00000
 0.00321    -0.01823
 0.01265    -0.03400
 0.02805    -0.04729
 0.04909    -0.05808
 0.07549    -0.06632
 0.10691    -0.07196
 0.14303    -0.07499
 0.18350    -0.07545
 0.22796    -0.07344
 0.27602    -0.06910
 0.32727    -0.06265
 0.38128    -0.05437
 0.43759    -0.04456
 0.49571    -0.03356
 0.55507    -0.02170
 0.61510    -0.00932
 0.67512     0.00327
 0.73438     0.01580
 0.79199     0.02802
 0.84691     0.03556
 0.89780     0.03260
 0.94287     0.02192
 0.97927     0.00781
 1.00000    -0.00241
