NACA 2012
 1.00000     0.00126
 0.97927     0.00495
 0.94287     0.01122
 0.89780     0.01863
 0.84691     0.02654
 0.79199     0.03457
 0.73438     0.04243
 0.67512     0.04990
 0.61510     0.05681
 0.55507     0.06299
 0.49571     0.06829
 0.43759     0.07259
 0.38128     0.07577
 0.32727     0.07771
 0.27602     0.07836
 0.22796     0.07767
 0.18350     0.07565
 0.14303     0.07231
 0.10691     0.06773
 0.07549     0.06199
 0.04909     0.05522
 0.02805     0.04753
 0.01265     0.03905
 0.00321     0.02985
 0.00000     0.02000
 0.00321     0.01015
 0.01265     0.00095
 0.02805    -0.00757
 0.04909    -0.01532
 0.07549    -0.02222
 0.10691    -0.02818
 0.14303    -0.03313
 0.18350    -0.03699
 0.22796    -0.03975
 0.27602    -0.04141
 0.32727    -0.04200
 0.38128    -0.04158
 0.43759    -0.04025
 0.49571    -0.03812
 0.55507    -0.03531
 0.61510    -0.03194
 0.67512    -0.02813
 0.73438    -0.02400
 0.79199    -0.01966
 0.84691    -0.01523
 0.89780    -0.01087
 0.94287    -0.00678
 0.97927    -0.00331
 1.00000    -0.00126
