NACA 1421
 1.00000     0.00220
 0.97927     0.00791
 0.94287     0.01757
 0.89780     0.02893
 0.84691     0.04101
 0.79199     0.05318
 0.73438     0.06502
 0.67512     0.07618
 0.61510     0.08637
 0.55507     0.09534
 0.49571     0.10286
 0.43759     0.10870
 0.38128     0.11266
 0.32727     0.11441
 0.27602     0.11384
 0.22796     0.11090
 0.18350     0.10563
 0.14303     0.09813
 0.10691     0.08855
 0.07549     0.07710
 0.04909     0.06403
 0.02805     0.04957
 0.01265     0.03396
 0.00321     0.01739
 0.00000     0.00000
 0.00321    -0.01707
 0.01265    -0.03271
 0.02805    -0.04686
 0.04909    -0.05942
 0.07549    -0.07027
 0.10691    -0.07929
 0.14303    -0.08638
 0.18350    -0.09149
 0.22796    -0.09460
 0.27602    -0.09576
 0.32727    -0.09507
 0.38128    -0.09270
 0.43759    -0.08878
 0.49571    -0.08337
 0.55507    -0.07668
 0.61510    -0.06894
 0.67512    -0.06038
 0.73438    -0.05123
 0.79199    -0.04172
 0.84691    -0.03210
 0.89780    -0.02270
 0.94287    -0.01394
 0.97927    -0.00655
 1.00000    -0.00220
