NACA 1230
 1.00000     0.00315
 0.97927     0.01084
 0.94287     0.02389
 0.89780     0.03927
 0.84691     0.05568
 0.79199     0.07231
 0.73438     0.08857
 0.67512     0.10401
 0.61510     0.11824
 0.55507     0.13091
 0.49571     0.14166
 0.43759     0.15018
 0.38128     0.15617
 0.32727     0.15938
 0.27602     0.15962
 0.22796     0.15677
 0.18350     0.15073
 0.14303     0.14098
 0.10691     0.12772
 0.07549     0.11139
 0.04909     0.09248
 0.02805     0.07148
 0.01265     0.04885
 0.00321     0.02494
 0.00000     0.00000
 0.00321    -0.02430
 0.01265    -0.04640
 0.02805    -0.06627
 0.04909    -0.08387
 0.07549    -0.09914
 0.10691    -0.11205
 0.14303    -0.12260
 0.18350    -0.13086
 0.22796    -0.13679
 0.27602    -0.13980
 0.32727    -0.13989
 0.38128    -0.13719
 0.43759    -0.13194
 0.49571    -0.12439
 0.55507    -0.11485
 0.61510    -0.10363
 0.67512    -0.09107
 0.73438    -0.07750
 0.79199    -0.06326
 0.84691    -0.04876
 0.89780    -0.03448
 0.94287    -0.02113
 0.97927    -0.00982
 1.00000    -0.00315
