NACA 1716
 1.00000     0.00168
 0.97927     0.00684
 0.94287     0.01545
 0.89780     0.02532
 0.84691     0.03545
 0.79199     0.04521
 0.73438     0.05415
 0.67512     0.06201
 0.61510     0.06902
 0.55507     0.07510
 0.49571     0.08009
 0.43759     0.08383
 0.38128     0.08616
 0.32727     0.08697
 0.27602     0.08618
 0.22796     0.08374
 0.18350     0.07965
 0.14303     0.07396
 0.10691     0.06676
 0.07549     0.05818
 0.04909     0.04838
 0.02805     0.03752
 0.01265     0.02576
 0.00321     0.01322
 0.00000     0.00000
 0.00321    -0.01304
 0.01265    -0.02504
 0.02805    -0.03595
 0.04909    -0.04567
 0.07549    -0.05410
 0.10691    -0.06112
 0.14303    -0.06662
 0.18350    -0.07054
 0.22796    -0.07283
 0.27602    -0.07351
 0.32727    -0.07264
 0.38128    -0.07030
 0.43759    -0.06664
 0.49571    -0.06180
 0.55507    -0.05596
 0.61510    -0.04931
 0.67512    -0.04203
 0.73438    -0.03442
 0.79199    -0.02709
 0.84691    -0.02025
 0.89780    -0.01401
 0.94287    -0.00856
 0.97927    -0.00418
 1.00000    -0.00168
