NACA 8730
 1.00000     0.00315
 0.97927     0.02100
 0.94287     0.05008
 0.89780     0.08210
 0.84691     0.11304
 0.79199     0.14026
 0.73438     0.16198
 0.67512     0.17744
 0.61510     0.18976
 0.55507     0.19945
 0.49571     0.20621
 0.43759     0.20982
 0.38128     0.21010
 0.32727     0.20695
 0.27602     0.20036
 0.22796     0.19040
 0.18350     0.17724
 0.14303     0.16114
 0.10691     0.14245
 0.07549     0.12159
 0.04909     0.09900
 0.02805     0.07516
 0.01265     0.05049
 0.00321     0.02535
 0.00000     0.00000
 0.00321    -0.02389
 0.01265    -0.04475
 0.02805    -0.06259
 0.04909    -0.07735
 0.07549    -0.08894
 0.10691    -0.09731
 0.14303    -0.10244
 0.18350    -0.10435
 0.22796    -0.10316
 0.27602    -0.09906
 0.32727    -0.09232
 0.38128    -0.08327
 0.43759    -0.07230
 0.49571    -0.05984
 0.55507    -0.04630
 0.61510    -0.03211
 0.67512    -0.01764
 0.73438    -0.00408
 0.79199     0.00469
 0.84691     0.00860
 0.89780     0.00835
 0.94287     0.00506
 0.97927     0.00034
 1.00000    -0.00315
