NACA 1430
 1.00000     0.00315
 0.97927     0.01101
 0.94287     0.02432
 0.89780     0.03999
 0.84691     0.05667
 0.79199     0.07352
 0.73438     0.08993
 0.67512     0.10544
 0.61510     0.11965
 0.55507     0.13221
 0.49571     0.14277
 0.43759     0.15102
 0.38128     0.15666
 0.32727     0.15930
 0.27602     0.15875
 0.22796     0.15493
 0.18350     0.14787
 0.14303     0.13766
 0.10691     0.12452
 0.07549     0.10868
 0.04909     0.09048
 0.02805     0.07023
 0.01265     0.04824
 0.00321     0.02478
 0.00000     0.00000
 0.00321    -0.02446
 0.01265    -0.04700
 0.02805    -0.06752
 0.04909    -0.08587
 0.07549    -0.10185
 0.10691    -0.11525
 0.14303    -0.12592
 0.18350    -0.13373
 0.22796    -0.13863
 0.27602    -0.14067
 0.32727    -0.13996
 0.38128    -0.13670
 0.43759    -0.13110
 0.49571    -0.12328
 0.55507    -0.11354
 0.61510    -0.10222
 0.67512    -0.08964
 0.73438    -0.07614
 0.79199    -0.06205
 0.84691    -0.04777
 0.89780    -0.03376
 0.94287    -0.02070
 0.97927    -0.00965
 1.00000    -0.00315
