NACA 3410
 1.00000     0.00105
 0.97927     0.00548
 0.94287     0.01294
 0.89780     0.02164
 0.84691     0.03076
 0.79199     0.03979
 0.73438     0.04836
 0.67512     0.05621
 0.61510     0.06312
 0.55507     0.06895
 0.49571     0.07358
 0.43759     0.07690
 0.38128     0.07883
 0.32727     0.07889
 0.27602     0.07702
 0.22796     0.07338
 0.18350     0.06814
 0.14303     0.06155
 0.10691     0.05385
 0.07549     0.04534
 0.04909     0.03630
 0.02805     0.02702
 0.01265     0.01774
 0.00321     0.00869
 0.00000     0.00000
 0.00321    -0.00773
 0.01265    -0.01401
 0.02805    -0.01890
 0.04909    -0.02248
 0.07549    -0.02483
 0.10691    -0.02607
 0.14303    -0.02631
 0.18350    -0.02572
 0.22796    -0.02448
 0.27602    -0.02279
 0.32727    -0.02087
 0.38128    -0.01896
 0.43759    -0.01714
 0.49571    -0.01510
 0.55507    -0.01296
 0.61510    -0.01083
 0.67512    -0.00882
 0.73438    -0.00699
 0.79199    -0.00540
 0.84691    -0.00405
 0.89780    -0.00294
 0.94287    -0.00206
 0.97927    -0.00141
 1.00000    -0.00105
