NACA 24021
 1.00000     0.00220
 0.97927     0.00779
 0.94287     0.01730
 0.89780     0.02857
 0.84691     0.04069
 0.79199     0.05307
 0.73438     0.06530
 0.67512     0.07705
 0.61510     0.08805
 0.55507     0.09803
 0.49571     0.10673
 0.43759     0.11393
 0.38128     0.11938
 0.32727     0.12291
 0.27602     0.12434
 0.22796     0.12333
 0.18350     0.11927
 0.14303     0.11188
 0.10691     0.10124
 0.07549     0.08772
 0.04909     0.07192
 0.02805     0.05456
 0.01265     0.03638
 0.00321     0.01803
 0.00000     0.00000
 0.00321    -0.01643
 0.01265    -0.03029
 0.02805    -0.04187
 0.04909    -0.05153
 0.07549    -0.05965
 0.10691    -0.06660
 0.14303    -0.07263
 0.18350    -0.07785
 0.22796    -0.08216
 0.27602    -0.08525
 0.32727    -0.08658
 0.38128    -0.08597
 0.43759    -0.08355
 0.49571    -0.07950
 0.55507    -0.07400
 0.61510    -0.06726
 0.67512    -0.05951
 0.73438    -0.05095
 0.79199    -0.04183
 0.84691    -0.03242
 0.89780    -0.02305
 0.94287    -0.01421
 0.97927    -0.00667
 1.00000    -0.00220
