NACA 2825
 1.00000     0.00262
 0.97927     0.01254
 0.94287     0.02855
 0.89780     0.04595
 0.84691     0.06242
 0.79199     0.07649
 0.73438     0.08906
 0.67512     0.10080
 0.61510     0.11138
 0.55507     0.12052
 0.49571     0.12796
 0.43759     0.13344
 0.38128     0.13676
 0.32727     0.13771
 0.27602     0.13618
 0.22796     0.13209
 0.18350     0.12545
 0.14303     0.11634
 0.10691     0.10489
 0.07549     0.09132
 0.04909     0.07586
 0.02805     0.05877
 0.01265     0.04031
 0.00321     0.02068
 0.00000     0.00000
 0.00321    -0.02036
 0.01265    -0.03906
 0.02805    -0.05602
 0.04909    -0.07110
 0.07549    -0.08413
 0.10691    -0.09492
 0.14303    -0.10331
 0.18350    -0.10921
 0.22796    -0.11254
 0.27602    -0.11334
 0.32727    -0.11168
 0.38128    -0.10771
 0.43759    -0.10165
 0.49571    -0.09375
 0.55507    -0.08427
 0.61510    -0.07352
 0.67512    -0.06177
 0.73438    -0.04933
 0.79199    -0.03649
 0.84691    -0.02462
 0.89780    -0.01551
 0.94287    -0.00896
 0.97927    -0.00468
 1.00000    -0.00262
