NACA 3316
 1.00000     0.00168
 0.97927     0.00726
 0.94287     0.01670
 0.89780     0.02779
 0.84691     0.03954
 0.79199     0.05133
 0.73438     0.06273
 0.67512     0.07341
 0.61510     0.08309
 0.55507     0.09155
 0.49571     0.09860
 0.43759     0.10407
 0.38128     0.10783
 0.32727     0.10976
 0.27602     0.10965
 0.22796     0.10655
 0.18350     0.10057
 0.14303     0.09208
 0.10691     0.08151
 0.07549     0.06934
 0.04909     0.05604
 0.02805     0.04208
 0.01265     0.02788
 0.00321     0.01377
 0.00000     0.00000
 0.00321    -0.01249
 0.01265    -0.02292
 0.02805    -0.03139
 0.04909    -0.03801
 0.07549    -0.04294
 0.10691    -0.04637
 0.14303    -0.04850
 0.18350    -0.04962
 0.22796    -0.05001
 0.27602    -0.05004
 0.32727    -0.04985
 0.38128    -0.04863
 0.43759    -0.04639
 0.49571    -0.04329
 0.55507    -0.03952
 0.61510    -0.03524
 0.67512    -0.03064
 0.73438    -0.02584
 0.79199    -0.02097
 0.84691    -0.01616
 0.89780    -0.01155
 0.94287    -0.00731
 0.97927    -0.00376
 1.00000    -0.00168
