NACA 1616
 1.00000     0.00168
 0.97927     0.00652
 0.94287     0.01466
 0.89780     0.02412
 0.84691     0.03404
 0.79199     0.04385
 0.73438     0.05316
 0.67512     0.06167
 0.61510     0.06915
 0.55507     0.07548
 0.49571     0.08064
 0.43759     0.08450
 0.38128     0.08690
 0.32727     0.08774
 0.27602     0.08693
 0.22796     0.08444
 0.18350     0.08027
 0.14303     0.07449
 0.10691     0.06718
 0.07549     0.05850
 0.04909     0.04860
 0.02805     0.03765
 0.01265     0.02582
 0.00321     0.01324
 0.00000     0.00000
 0.00321    -0.01302
 0.01265    -0.02498
 0.02805    -0.03582
 0.04909    -0.04546
 0.07549    -0.05378
 0.10691    -0.06069
 0.14303    -0.06609
 0.18350    -0.06991
 0.22796    -0.07213
 0.27602    -0.07276
 0.32727    -0.07187
 0.38128    -0.06956
 0.43759    -0.06596
 0.49571    -0.06125
 0.55507    -0.05559
 0.61510    -0.04918
 0.67512    -0.04237
 0.73438    -0.03541
 0.79199    -0.02846
 0.84691    -0.02166
 0.89780    -0.01521
 0.94287    -0.00935
 0.97927    -0.00450
 1.00000    -0.00168
