NACA 2119
 1.00000     0.00199
 0.97927     0.00745
 0.94287     0.01671
 0.89780     0.02764
 0.84691     0.03930
 0.79199     0.05111
 0.73438     0.06265
 0.67512     0.07361
 0.61510     0.08371
 0.55507     0.09271
 0.49571     0.10038
 0.43759     0.10652
 0.38128     0.11094
 0.32727     0.11349
 0.27602     0.11405
 0.22796     0.11256
 0.18350     0.10900
 0.14303     0.10342
 0.10691     0.09593
 0.07549     0.08547
 0.04909     0.07066
 0.02805     0.05327
 0.01265     0.03490
 0.00321     0.01686
 0.00000     0.00000
 0.00321    -0.01433
 0.01265    -0.02542
 0.02805    -0.03398
 0.04909    -0.04103
 0.07549    -0.04787
 0.10691    -0.05593
 0.14303    -0.06351
 0.18350    -0.06934
 0.22796    -0.07337
 0.27602    -0.07558
 0.32727    -0.07604
 0.38128    -0.07485
 0.43759    -0.07215
 0.49571    -0.06811
 0.55507    -0.06293
 0.61510    -0.05681
 0.67512    -0.04994
 0.73438    -0.04252
 0.79199    -0.03475
 0.84691    -0.02685
 0.89780    -0.01907
 0.94287    -0.01180
 0.97927    -0.00563
 1.00000    -0.00199
